DestinationID,Name,District,State,Category,BestTimeToVisit,PopularityScore
333,Khonoma Village,Kohima,Nagaland,Cultural,October-March,8.1
334,Ntangki National Park,Peren,Nagaland,Wildlife,November-February,7.8
335,Triple Falls,Sechu Zubza,Nagaland,Waterfall,June-September,8
336,Longwa Village,Mon,Nagaland,Cultural,October-March,8.3
337,Konark Sun Temple,Puri,Odisha,Religious,October-March,9.4
338,Jagannath Temple,Puri,Odisha,Religious,November-February,9.6
339,Bhitarkanika National Park,Kendrapara,Odisha,Wildlife,November-February,8.8
340,Simlipal National Park,Mayurbhanj,Odisha,Wildlife,November-February,8.7
341,Lingaraj Temple,Bhubaneswar,Odisha,Religious,October-March,8.6
342,Hirakud Dam,Sambalpur,Odisha,Dam,October-March,8.2
343,Udayagiri and Khandagiri Caves,Bhubaneswar,Odisha,Historical,October-March,8.5
344,Gopalpur Beach,Ganjam,Odisha,Beach,October-March,8.3
345,Satkosia Gorge,Angul,Odisha,Wildlife,November-February,8.1
346,Chandipur Beach,Balasore,Odisha,Beach,October-March,8.7
347,Barehipani Waterfalls,Mayurbhanj,Odisha,Waterfall,July-October,8.6
348,Duduma Waterfalls,Koraput,Odisha,Waterfall,July-October,8.5
349,Barabati Fort,Cuttack,Odisha,Historical,October-March,7.9
350,Daringbadi,Kandhamal,Odisha,Hill Station,October-March,8.4
351,Mukteshwar Temple,Cuttack,Odisha,Religious,October-March,7.8
352,Nandankanan Zoological Park,Bhubaneswar,Odisha,Wildlife,October-March,8.8
353,Taptapani Hot Springs,Ganjam,Odisha,Nature,October-March,7.6
354,Balukhand-Konark Wildlife Sanctuary,Puri,Odisha,Wildlife,November-February,7.9
355,Khandadhar Waterfall,Sundargarh,Odisha,Waterfall,July-October,8.2
356,Jirang Monastery,Gajapati,Odisha,Religious,October-March,7.5
357,Taratarini Temple,Ganjam,Odisha,Religious,October-March,7.8
358,Tikarpada Wildlife Sanctuary,Angul,Odisha,Wildlife,November-February,7.7
359,Budhakhol,Sambalpur,Odisha,Nature,October-March,7.3
360,Harishankar Temple,Balangir,Odisha,Religious,October-March,7.7
361,Golden Temple,Amritsar,Punjab,Religious,October-March,9.7
362,Wagah Border,Amritsar,Punjab,Cultural,October-March,9.5
363,Jallianwala Bagh,Amritsar,Punjab,Historical,October-March,9.1
364,Anandpur Sahib,Rupnagar,Punjab,Religious,October-March,8.7
365,Sheesh Mahal,Patiala,Punjab,Historical,October-March,8.4
366,Harike Wetland,Tarn Taran,Punjab,Wildlife,November-February,8.2
367,Qila Mubarak,Patiala,Punjab,Historical,October-March,8.3
368,Ranjit Sagar Dam,Pathankot,Punjab,Dam,October-March,8
369,Bathinda Fort,Bathinda,Punjab,Historical,October-March,8.1
370,Muktsar,Sri Muktsar Sahib,Punjab,Historical,October-March,7.6
371,Chhatbir Zoo,Mohali,Punjab,Wildlife,October-March,8.4
372,Doraha Sarai,Ludhiana,Punjab,Historical,October-March,7.5
373,Gurdwara Fatehgarh Sahib,Fatehgarh Sahib,Punjab,Religious,October-March,8.3
374,Hawa Mahal,Jaipur,Rajasthan,Historical,October-March,9.2
375,Amber Fort,Jaipur,Rajasthan,Fort,October-March,9.5
376,Jaisalmer Fort,Jaisalmer,Rajasthan,Fort,October-March,9.3
377,Mehrangarh Fort,Jodhpur,Rajasthan,Fort,October-March,9.4
378,Ranthambore National Park,Sawai Madhopur,Rajasthan,Wildlife,October-May,9.2
379,Mount Abu,Sirohi,Rajasthan,Hill Station,October-March,8.9
380,Chittorgarh Fort,Chittorgarh,Rajasthan,Fort,October-March,9.1
381,Bikaner Camel Farm,Bikaner,Rajasthan,Wildlife,October-March,8.5
382,Kumbhalgarh Fort,Rajsamand,Rajasthan,Fort,October-March,8.8
383,Bundi Stepwells,Bundi,Rajasthan,Historical,October-March,8.4
384,Ranakpur Jain Temples,Pali,Rajasthan,Religious,October-March,8.7
385,Keoladeo National Park,Bharatpur,Rajasthan,Wildlife,October-March,9
386,Mandawa Havelis,Jhunjhunu,Rajasthan,Historical,October-March,8.6
387,Alwar Bala Quila,Alwar,Rajasthan,Fort,October-March,8.3
388,Sariska Tiger Reserve,Alwar,Rajasthan,Wildlife,October-May,8.8
389,Khimsar Fort,Nagaur,Rajasthan,Fort,October-March,8.2
390,Galtaji Temple,Jaipur,Rajasthan,Religious,October-March,8.5
391,Abhaneri Stepwell,Dausa,Rajasthan,Historical,October-March,8.7
392,Jhalawar,Jhalawar,Rajasthan,Historical,October-March,7.9
393,Jawai Leopard Reserve,Pali,Rajasthan,Wildlife,October-May,8.7
394,Shekhawati Painted Havelis,Sikar,Rajasthan,Historical,October-March,8.8
395,Nathula Pass,East Sikkim,Sikkim,Mountain,April-June/September-October,9.3
396,Rumtek Monastery,East Sikkim,Sikkim,Religious,April-June/September-October,8.8
397,Yumthang Valley,North Sikkim,Sikkim,Mountain,March-June/September-October,9.4
398,Zero Point,North Sikkim,Sikkim,Mountain,April-June/September-October,9
399,Ravangla Buddha Park,South Sikkim,Sikkim,Religious,April-June/September-October,8.6
400,Tashiding Monastery,West Sikkim,Sikkim,Religious,April-June/September-October,8.3
401,Zuluk,East Sikkim,Sikkim,Mountain,April-June/September-October,8.2
402,Kanchenjunga National Park,North Sikkim,Sikkim,Wildlife,April-June/September-October,9
403,Meenakshi Temple,Madurai,Tamil Nadu,Religious,October-March,9.5
404,Marina Beach,Chennai,Tamil Nadu,Beach,November-February,9.3
405,Mahabalipuram Shore Temple,Kanchipuram,Tamil Nadu,Religious,October-March,9.2
406,Kodaikanal,Dindigul,Tamil Nadu,Hill Station,March-June/September-November,9
407,Ooty,Nilgiris,Tamil Nadu,Hill Station,March-June/September-November,9.2
408,Rameswaram,Ramanathapuram,Tamil Nadu,Religious,October-March,9.1
409,Chidambaram Nataraja Temple,Cuddalore,Tamil Nadu,Religious,October-March,8.8
410,Thanjavur Brihadeeswarar Temple,Thanjavur,Tamil Nadu,Religious,October-March,9.2
411,Kanyakumari Vivekananda Rock,Kanyakumari,Tamil Nadu,Nature,October-March,9.3
412,Yercaud,Salem,Tamil Nadu,Hill Station,March-June/September-November,8.7
413,Hogenakkal Falls,Dharmapuri,Tamil Nadu,Waterfall,July-October,8.9
414,Kolli Hills,Namakkal,Tamil Nadu,Hill Station,October-March,8.6
415,Vellore Golden Temple,Vellore,Tamil Nadu,Religious,October-March,8.8
416,Gingee Fort,Villupuram,Tamil Nadu,Fort,October-March,8.5
417,Mudumalai National Park,Nilgiris,Tamil Nadu,Wildlife,November-February,8.8
418,Kalakkad Mundanthurai Tiger Reserve,Tirunelveli,Tamil Nadu,Wildlife,November-February,8.5
419,Point Calimere Wildlife Sanctuary,Nagapattinam,Tamil Nadu,Wildlife,November-February,8.2
420,Nagore Dargah,Nagapattinam,Tamil Nadu,Religious,October-March,8
421,Tiruvannamalai,Tiruvannamalai,Tamil Nadu,Religious,October-March,8.7
422,Pichavaram Mangrove Forest,Cuddalore,Tamil Nadu,Nature,October-March,8.6
423,Athirappilly Waterfalls (Tamil Nadu side),Coimbatore,Tamil Nadu,Waterfall,July-October,8.7
424,Sathyamangalam Wildlife Sanctuary,Erode,Tamil Nadu,Wildlife,November-February,8.4
425,Javadi Hills,Vellore,Tamil Nadu,Hill Station,October-March,8.1
426,Vedanthangal Bird Sanctuary,Kanchipuram,Tamil Nadu,Wildlife,November-February,8.5
427,Kumbakonam Temples,Thanjavur,Tamil Nadu,Religious,October-March,8.6
428,Manimuthar Falls,Tirunelveli,Tamil Nadu,Waterfall,July-October,8.3
429,Srivilliputhur Andal Temple,Virudhunagar,Tamil Nadu,Religious,October-March,8.4
430,Vattakottai Fort,Kanyakumari,Tamil Nadu,Fort,October-March,8.2
431,Thirparappu Waterfalls,Kanyakumari,Tamil Nadu,Waterfall,July-October,8.1
432,Charminar,Hyderabad,Telangana,Historical,October-March,9.3
433,Golconda Fort,Hyderabad,Telangana,Fort,October-March,9.1
434,Warangal Fort,Warangal,Telangana,Fort,October-March,8.7
435,Kakatiya Kala Thoranam,Warangal,Telangana,Historical,October-March,8.5
436,Nagarjuna Sagar Dam,Nalgonda,Telangana,Dam,October-March,8.8
437,Bhongir Fort,Yadadri Bhuvanagiri,Telangana,Fort,October-March,8.4
438,Basara Saraswati Temple,Nirmal,Telangana,Religious,October-March,8.6
439,Kinnerasani Wildlife Sanctuary,Bhadradri Kothagudem,Telangana,Wildlife,November-February,8.3
440,Pocharam Wildlife Sanctuary,Medak,Telangana,Wildlife,November-February,8.1
441,Mallela Theertham Waterfall,Nagarkurnool,Telangana,Waterfall,July-October,8.5
442,Medak Cathedral,Medak,Telangana,Religious,October-March,8.3
443,Ananthagiri Hills,Vikarabad,Telangana,Hill Station,October-March,8.6
444,Pillalamarri,Mahabubnagar,Telangana,Nature,October-March,7.9
445,Khammam Fort,Khammam,Telangana,Fort,October-March,8
446,Koilkonda Fort,Mahabubnagar,Telangana,Fort,October-March,7.8
447,Nehru Zoological Park,Hyderabad,Telangana,Wildlife,October-March,8.7
448,Tripura Sundari Temple,Gomati,Tripura,Religious,October-March,8.6
449,Sepahijala Wildlife Sanctuary,Sepahijala,Tripura,Wildlife,November-February,8.3
450,Unakoti Rock Carvings,North Tripura,Tripura,Historical,October-March,8.4
451,Jampui Hills,North Tripura,Tripura,Hill Station,October-March,8.5
452,Chabimura Rock Art,Gomati,Tripura,Historical,October-March,8.1
453,Pilak Archaeological Site,South Tripura,Tripura,Historical,October-March,7.9
454,Taj Mahal,Agra,Uttar Pradesh,Historical,October-March,9.8
455,Agra Fort,Agra,Uttar Pradesh,Fort,October-March,9.5
456,Fatehpur Sikri,Agra,Uttar Pradesh,Historical,October-March,9.4
457,Varanasi Ghats,Varanasi,Uttar Pradesh,Religious,October-March,9.6
458,Kashi Vishwanath Temple,Varanasi,Uttar Pradesh,Religious,October-March,9.5
459,Sarnath,Varanasi,Uttar Pradesh,Religious,October-March,9.1
460,Ayodhya,Faizabad,Uttar Pradesh,Religious,October-March,9.2
461,Allahabad Triveni Sangam,Prayagraj,Uttar Pradesh,Religious,October-March,9.3
462,Jhansi Fort,Jhansi,Uttar Pradesh,Fort,October-March,8.7
463,Mathura,Mathura,Uttar Pradesh,Religious,October-March,9
464,Vrindavan,Mathura,Uttar Pradesh,Religious,October-March,9.1
465,Dudhwa National Park,Lakhimpur Kheri,Uttar Pradesh,Wildlife,November-February,8.6
466,Kushinagar,Kushinagar,Uttar Pradesh,Religious,October-March,8.8
467,Hastinapur,Meerut,Uttar Pradesh,Religious,October-March,8.5
468,Sankisa,Farrukhabad,Uttar Pradesh,Religious,October-March,8.3
469,Bareilly Dargah,Bareilly,Uttar Pradesh,Religious,October-March,8.4
470,Balrampur Temple,Balrampur,Uttar Pradesh,Religious,October-March,8.2
471,Mirzapur Waterfalls,Mirzapur,Uttar Pradesh,Waterfall,July-October,8.5
472,Sonbhadra Rock Paintings,Sonbhadra,Uttar Pradesh,Historical,October-March,8.1
473,Sita Samahit Sthal,Sitapur,Uttar Pradesh,Religious,October-March,8
474,Mahoba,Mahoba,Uttar Pradesh,Historical,October-March,7.9
475,Bateshwar Temples,Agra,Uttar Pradesh,Religious,October-March,8.4
476,Ramnagar Fort,Varanasi,Uttar Pradesh,Fort,October-March,8.6
477,Vindhyachal Temple,Mirzapur,Uttar Pradesh,Religious,October-March,8.5
478,Naimisharanya,Sitapur,Uttar Pradesh,Religious,October-March,8.3
479,Bithoor,Kanpur,Uttar Pradesh,Religious,October-March,8.2
480,Piprahwa Stupa,Siddharthnagar,Uttar Pradesh,Religious,October-March,8
481,Govardhan Hill,Mathura,Uttar Pradesh,Religious,October-March,8.7
482,Maharaja Gangadhar Rao Fort,Jhansi,Uttar Pradesh,Fort,October-March,8.3
483,Nainital,Nainital,Uttarakhand,Hill Station,March-June/September-November,9.3
484,Mussoorie,Dehradun,Uttarakhand,Hill Station,March-June/September-November,9.2
485,Haridwar,Haridwar,Uttarakhand,Religious,October-March,9.5
486,Auli,Chamoli,Uttarakhand,Hill Station,November-March,9.1
487,Kedarnath Temple,Rudraprayag,Uttarakhand,Religious,May-June/September-October,9.5
488,Badrinath Temple,Chamoli,Uttarakhand,Religious,May-June/September-October,9.4
489,Valley of Flowers National Park,Chamoli,Uttarakhand,Nature,July-September,9.6
490,Jim Corbett National Park,Nainital,Uttarakhand,Wildlife,November-June,9.3
491,Tungnath Temple,Rudraprayag,Uttarakhand,Religious,May-June/September-October,9
492,Chopta,Rudraprayag,Uttarakhand,Hill Station,March-June/September-November,8.9
493,Tehri Dam,Tehri Garhwal,Uttarakhand,Dam,October-March,8.7
494,Munsiyari,Pithoragarh,Uttarakhand,Hill Station,March-June/September-November,8.8
495,Lansdowne,Pauri Garhwal,Uttarakhand,Hill Station,March-June/September-November,8.7
496,Binsar Wildlife Sanctuary,Almora,Uttarakhand,Wildlife,November-February,8.8
497,Kausani,Bageshwar,Uttarakhand,Hill Station,March-June/September-November,8.9
498,Roopkund Lake,Chamoli,Uttarakhand,Nature,May-June/September-October,9
499,Hemkund Sahib,Chamoli,Uttarakhand,Religious,June-October,9.2
500,Gangotri,Uttarkashi,Uttarakhand,Religious,May-June/September-October,9.3
501,Yamunotri,Uttarkashi,Uttarakhand,Religious,May-June/September-October,9.1
502,Ranikhet,Almora,Uttarakhand,Hill Station,March-June/September-November,8.6
503,Harsil,Uttarkashi,Uttarakhand,Hill Station,March-June/September-November,8.5
504,Devprayag,Tehri Garhwal,Uttarakhand,Religious,October-March,8.7
505,Dhanaulti,Tehri Garhwal,Uttarakhand,Hill Station,March-June/September-November,8.4
506,Surkanda Devi Temple,Tehri Garhwal,Uttarakhand,Religious,March-June/September-November,8.3
507,Gwaldam,Chamoli,Uttarakhand,Hill Station,March-June/September-November,8.2
508,Darjeeling,Darjeeling,West Bengal,Hill Station,March-June/September-November,9.4
509,Kolkata Victoria Memorial,Kolkata,West Bengal,Historical,October-March,9.3
510,Sunderbans National Park,South 24 Parganas,West Bengal,Wildlife,November-February,9.2
511,Digha Beach,East Medinipur,West Bengal,Beach,October-March,8.9
512,Kalimpong,Kalimpong,West Bengal,Hill Station,March-June/September-November,8.8
513,Jaldapara Wildlife Sanctuary,Alipurduar,West Bengal,Wildlife,November-February,8.8
514,Bishnupur Temples,Bankura,West Bengal,Religious,October-March,8.6
515,Gorumara National Park,Jalpaiguri,West Bengal,Wildlife,November-February,8.7
516,Shantiniketan,Birbhum,West Bengal,Cultural,October-March,8.8
517,Tarapith Temple,Birbhum,West Bengal,Religious,October-March,8.5
518,Mukutmanipur Dam,Bankura,West Bengal,Dam,October-March,8.3
519,Bakkhali Beach,South 24 Parganas,West Bengal,Beach,October-March,8.5
520,Sundarbans Mangroves,South 24 Parganas,West Bengal,Nature,November-February,9.1
521,Chandannagar,Hooghly,West Bengal,Historical,October-March,8.2
522,Diamond Harbour,South 24 Parganas,West Bengal,Nature,October-March,8
523,Henry's Island,South 24 Parganas,West Bengal,Beach,October-March,8.1
524,Gangasagar,South 24 Parganas,West Bengal,Religious,October-March,8.7
525,Joychandi Pahar,Purulia,West Bengal,Nature,October-March,8.2
526,Rasikbil Bird Sanctuary,Cooch Behar,West Bengal,Wildlife,November-February,8.3
527,Purulia Ajodhya Hills,Purulia,West Bengal,Hill Station,October-March,8.4
528,Belur Math,Howrah,West Bengal,Religious,October-March,8.7
529,Mayapur ISKCON Temple,Nadia,West Bengal,Religious,October-March,8.6
530,Rajbari Bawali,South 24 Parganas,West Bengal,Historical,October-March,8.1
531,Gadiara,Howrah,West Bengal,Nature,October-March,7.9
532,Jhargram,Jhargram,West Bengal,Nature,October-March,8
533,Achipur Chinese Temple,South 24 Parganas,West Bengal,Religious,October-March,7.8
534,Sagar Island,South 24 Parganas,West Bengal,Religious,October-March,8.5
535,Radhanagar Beach,South Andaman,Andaman & Nicobar Islands,Beach,November-April,9.5
536,Cellular Jail,South Andaman,Andaman & Nicobar Islands,Historical,November-April,9.3
537,Neil Island,South Andaman,Andaman & Nicobar Islands,Beach,November-April,9.2
538,Ross Island,South Andaman,Andaman & Nicobar Islands,Historical,November-April,8.9
539,Baratang Caves,Middle Andaman,Andaman & Nicobar Islands,Historical,November-April,9
540,North Bay Island,South Andaman,Andaman & Nicobar Islands,Beach,November-April,8.8
541,Barren Island Volcano,Andaman Islands,Andaman & Nicobar Islands,Nature,November-April,8.7
542,Mount Harriet National Park,South Andaman,Andaman & Nicobar Islands,Wildlife,November-February,8.6
543,Mahatma Gandhi Marine National Park,South Andaman,Andaman & Nicobar Islands,Wildlife,November-February,9.1
544,Chidiya Tapu,South Andaman,Andaman & Nicobar Islands,Nature,November-April,8.7
545,Rose Garden,Chandigarh,Chandigarh,Nature,February-March,8.8
546,Jampore Beach,Daman,Daman and Diu,Beach,October-March,7.2
547,Devka Beach,Daman,Daman and Diu,Beach,October-March,7
548,Nani Daman Fort,Daman,Daman and Diu,Historical,Year-round,7.5
549,St Jerome Fort,Daman,Daman and Diu,Historical,Year-round,6.9
550,Silvassa Vasona Lion Safari,Silvassa,Dadra and Nagar Haveli,Wildlife,October-March,8.1
551,Tribal Cultural Museum,Silvassa,Dadra and Nagar Haveli,Historical,Year-round,6.8
552,Moti Daman Fort,Daman,Daman and Diu,Historical,Year-round,7.6
553,Somnath Mahadev Temple,Daman,Daman and Diu,Religious,Year-round,7.4
554,Satmaliya Deer Park,Silvassa,Dadra and Nagar Haveli,Wildlife,October-March,6.7
555,Jantar Mantar,Central Delhi,Delhi,Historical,October-March,8.2
556,Lodhi Garden,South Delhi,Delhi,Nature,October-March,8.3
557,Raj Ghat,Central Delhi,Delhi,Historical,October-March,8
558,Agrasen ki Baoli,Central Delhi,Delhi,Historical,October-March,7.8
559,Calangute Beach,North Goa,Goa,Beach,October-March,9.1
560,Aguada Fort,North Goa,Goa,Historical,October-March,8.7
561,Arambol Beach,North Goa,Goa,Beach,October-March,8.6
562,Vagator Beach,North Goa,Goa,Beach,October-March,8.5
563,Candolim Beach,North Goa,Goa,Beach,October-March,8.7
564,Miramar Beach,Panaji,Goa,Beach,October-March,8.2
565,Se Cathedral,Old Goa,Goa,Religious,October-March,8.3
566,Reis Magos Fort,North Goa,Goa,Historical,October-March,7.9
567,Bhagwan Mahavir Wildlife Sanctuary,South Goa,Goa,Wildlife,October-March,8
568,Dirang,West Kameng,Arunachal Pradesh,Hill Station,April-October,7.8
569,Mechuka,Shi Yomi,Arunachal Pradesh,Mountain,April-October,8.2
570,Bomdila Monastery,West Kameng,Arunachal Pradesh,Religious,April-October,8
571,Ita Fort,Papum Pare,Arunachal Pradesh,Historical,October-March,7.7
572,Pasighat,East Siang,Arunachal Pradesh,Adventure,October-March,7.6
573,Daporijo,Upper Subansiri,Arunachal Pradesh,Cultural,April-October,7.2
574,Sualkuchi Silk Village,Kamrup,Assam,Cultural,Year-round,7.6
575,Jorhat,Jorhat,Assam,Cultural,October-March,7.4
576,Bongaigaon,Bongaigaon,Assam,Cultural,October-March,7
577,Barak Valley,Cachar,Assam,Mountain,October-March,7.3
578,Tirathgarh Waterfalls,Bastar,Chhattisgarh,Waterfall,July-October,8.3
579,Sirpur,Mahasamund,Chhattisgarh,Historical,October-March,7.5
580,Maitri Bagh Zoo,Durg,Chhattisgarh,Wildlife,October-March,7.7
581,Rajim,Gariaband,Chhattisgarh,Religious,October-March,7
582,Kotumsar Caves,Bastar,Chhattisgarh,Historical,October-March,7.8
583,Jatmai Temple,Korba,Chhattisgarh,Religious,October-March,6.9
584,Sitanadi Wildlife Sanctuary,Dhamtari,Chhattisgarh,Wildlife,October-March,7.6
585,Deoghar,Deoghar,Jharkhand,Religious,October-March,8.2
586,Rajrappa Temple,Ramgarh,Jharkhand,Religious,October-March,7.8
587,Birsa Zoological Park,Ranchi,Jharkhand,Wildlife,October-March,7.5
588,Pahari Mandir,Ranchi,Jharkhand,Religious,Year-round,7.7
589,Dimna Dam,East Singhbhum,Jharkhand,Dam,July-March,7.6
590,Sun Temple,Hazaribagh,Jharkhand,Religious,October-March,7.4
591,Usri Falls,Giridih,Jharkhand,Waterfall,July-October,7.9
592,Chandil Dam,Seraikela Kharsawan,Jharkhand,Dam,July-March,7.5
593,Panchkula Cactus Garden,Panchkula,Haryana,Nature,October-March,7.4
594,Madhogarh Fort,Mahendragarh,Haryana,Historical,October-March,7.2
595,Barot Valley,Mandi,Himachal Pradesh,Mountain,March-October,8.2
596,Jalori Pass,Kullu,Himachal Pradesh,Mountain,May-October,8
597,Kaza,Lahaul and Spiti,Himachal Pradesh,Adventure,June-September,8.5
598,Hatu Peak,Shimla,Himachal Pradesh,Mountain,April-June & September-November,8.1
599,Hampta Pass,Kullu,Himachal Pradesh,Mountain,June-September,8.4
600,Lahaul Valley,Lahaul and Spiti,Himachal Pradesh,Mountain,June-September,8.3
601,Shikari Devi Temple,Mandi,Himachal Pradesh,Religious,April-October,7.8
602,Shirui Hills,Ukhrul,Manipur,Mountain,April-June,8
603,INA Memorial,Moirang,Manipur,Historical,October-March,7.8
604,Ebudhou Thangjing Temple,Moirang,Manipur,Religious,Year-round,7.5
605,Khongjom War Memorial,Thoubal,Manipur,Historical,October-March,7.4
606,Siju Cave,South Garo Hills,Meghalaya,Historical,October-March,8.1
607,Mawsmai Cave,East Khasi Hills,Meghalaya,Historical,October-March,8.4
608,Seven Sisters Waterfalls,East Khasi Hills,Meghalaya,Waterfall,July-September,8.5
609,Krem Liat Prah Cave,East Jaintia Hills,Meghalaya,Historical,October-March,8.2
610,Nokrek National Park,West Garo Hills,Meghalaya,Wildlife,October-March,7.9
611,Pachmarhi Hill Station,Hoshangabad,Madhya Pradesh,Hill Station,October-March,8.6
612,Bhedaghat Marble Rocks,Jabalpur,Madhya Pradesh,Nature,October-March,8.7
613,Chanderi,Ashoknagar,Madhya Pradesh,Historical,October-March,7.8
614,Omkareshwar Jyotirlinga,Khandwa,Madhya Pradesh,Religious,October-March,8.5
615,Amarkantak,Anuppur,Madhya Pradesh,Religious,October-March,8.1
616,Jai Vilas Palace,Gwalior,Madhya Pradesh,Historical,October-March,8
617,Hoshangabad,Hoshangabad,Madhya Pradesh,Historical,October-March,7.5
618,Bawangaja Jain Temple,Barwani,Madhya Pradesh,Religious,October-March,7.7
619,Maheshwar Fort,Khargone,Madhya Pradesh,Historical,October-March,8
620,Talakona Waterfalls,Chittoor,Andhra Pradesh,Waterfall,July-October,8.4
621,Nagarjunakonda,Guntur,Andhra Pradesh,Historical,October-March,8
622,Sri Kalahasti Temple,Chittoor,Andhra Pradesh,Religious,October-March,8.2
623,Kanaka Durga Temple,Vijayawada,Andhra Pradesh,Religious,October-March,8.4
624,Lambasingi,Visakhapatnam,Andhra Pradesh,Hill Station,December-January,8.2
625,Mypadu Beach,Nellore,Andhra Pradesh,Beach,October-March,7.5
626,Draksharamam Temple,East Godavari,Andhra Pradesh,Religious,October-March,7.7
627,Undavalli Caves,Guntur,Andhra Pradesh,Historical,October-March,7.9
628,Rajgir Hills,Nalanda,Bihar,Historical,October-March,8.2
629,Kanwar Lake Bird Sanctuary,Begusarai,Bihar,Wildlife,October-March,7.6
630,Tomb of Sher Shah Suri,Rohtas,Bihar,Historical,October-March,7.9
631,Bhagalpur,Bhagalpur,Bihar,Cultural,October-March,7.3
632,Kakolat Waterfall,Nawada,Bihar,Waterfall,July-October,7.8
633,Mandar Hills,Banka,Bihar,Religious,October-March,7.4
634,Dwarka Temple,Devbhoomi Dwarka,Gujarat,Religious,October-March,8.9
635,Rani ki Vav,Patan,Gujarat,Historical,October-March,8.8
636,Statue of Unity,Narmada,Gujarat,Historical,October-March,9
637,Laxmi Vilas Palace,Vadodara,Gujarat,Historical,October-March,8.4
638,Narayan Sarovar Sanctuary,Kutch,Gujarat,Wildlife,October-March,7.8
639,Dholavira Harappan Site,Kutch,Gujarat,Historical,October-March,8.5
640,Junagadh Fort,Junagadh,Gujarat,Historical,October-March,8.1
641,Zanzari Waterfall,Valsad,Gujarat,Waterfall,July-October,7.7
642,Palitana Temples,Bhavnagar,Gujarat,Religious,October-March,8.6
643,Gopnath Beach,Bhavnagar,Gujarat,Beach,October-March,7.5
644,Nishkalank Mahadev Temple,Bhavnagar,Gujarat,Religious,October-March,7.6
645,Periyar National Park,Idukki,Kerala,Wildlife,September-May,8.9
646,Idukki Dam,Idukki,Kerala,Dam,September-March,8.1
647,Thrissur Pooram,Thrissur,Kerala,Cultural,April,8.7
648,Malampuzha Dam,Palakkad,Kerala,Dam,September-March,7.9
649,Padmanabhaswamy Temple,Thiruvananthapuram,Kerala,Religious,October-March,8.9
650,Anamudi Peak,Idukki,Kerala,Mountain,October-March,8.4
651,Parambikulam Wildlife Sanctuary,Palakkad,Kerala,Wildlife,November-February,8.5
652,Alibaug Beach,Raigad,Maharashtra,Beach,October-March,8.5
653,Tadoba Tiger Reserve,Chandrapur,Maharashtra,Wildlife,October-June,8.8
654,Bibi Ka Maqbara,Aurangabad,Maharashtra,Historical,October-March,8.2
655,Bhimashankar Temple,Pune,Maharashtra,Religious,October-March,8.2
656,Lohagad Fort,Pune,Maharashtra,Historical,October-March,8.4
657,Rajmachi Fort,Pune,Maharashtra,Historical,October-March,8.1
658,Sinhagad Fort,Pune,Maharashtra,Historical,October-March,8.3
659,Haji Ali Dargah,Mumbai,Maharashtra,Religious,October-March,8.6
